worker,label,0,1
w851,1,1.0,1.0
w6991,0,0.8737854519402496,0.21295926865980963
w2596,0,0.8033568805984572,0.00014757271478373955
w5507,1,0.22966467804945132,0.8646991344179877
w2982,1,0.17251283430304376,0.7786426265017427
w1118,1,0.14617311199405517,0.8889962755657542
w5305,0,0.35887997950012124,0.00017370471377381924
w5802,0,0.7997120130463256,0.10106737229619582
w5879,1,0.17521811812029642,0.9065015815195047
w603,1,0.5309450653536448,0.7101191698374555
w4733,1,0.2718792826975551,0.863971613857413
w4432,1,0.12976510658348941,0.8994358828300284
w792,0,0.8918590464700488,0.2836326624089387
w6059,1,0.04549402813289477,0.38350847213120004
w3048,0,0.8052468608903252,0.10660148238816683
w919,0,0.791150932728479,0.2690579562304427
w1538,1,0.44682832286230034,0.8392507508953616
w2143,1,0.4423736916123293,0.9615033698619185
w1670,1,0.1987884449898441,0.770196635566857
w6383,1,0.06168351597737663,0.7477047404268753
w486,1,0.19923750768283338,0.7676231411465964
w3354,1,0.2591304387753159,0.8523139741560589
w6734,1,0.7375555837203699,0.9999169566416425
w4262,1,0.16169850245705794,0.9577127796862207
w1458,1,0.27677398126036856,0.8206931736555008
w3716,1,0.10105259014922222,0.7394481331226146
w724,1,0.2731920182816837,0.9053676653000386
w2923,1,0.5194630006604926,0.5951073936824566
w693,1,0.17534182117676683,0.832669256586141
w4769,0,0.9200459172927105,0.30772771197512433
w3185,1,0.31805363084246363,0.8741165892989267
w4712,0,0.3515730977950139,0.09231128610479901
w2918,0,0.8220447292234929,0.15495233497044922
w5925,0,0.96931093124416,0.1492842264897883
w2390,0,0.7425945917069894,0.21714877403027802
w1810,0,0.8545154726697213,0.0520562554806513
w5516,0,0.7397390725470143,0.024247933670200297
w1825,1,0.21877038056814757,0.9299697810001383
w5781,1,0.7062319356454608,0.9999999999977469
w6715,1,0.5271777117726818,0.9769901992991512
w5534,0,0.6576961147294693,0.0730912245401921
w4182,1,0.172676217205154,0.9393620819821367
w3737,1,0.6117909909338981,0.7921174516894
w6458,1,0.10709554948764495,0.8627602975111947
w1131,1,0.21802781203495228,0.9042795821872137
w5843,0,0.7700784942548622,0.525700705605665
w5196,0,0.9871125551107565,0.39802804687108134
w3527,0,0.8764440355638202,0.13678118378071805
w4096,0,0.6771249554289033,0.5026439353574402
w6323,1,0.11326849305701277,0.5867852498253143
w580,1,0.1396708380468338,0.9995879213801973
w4603,0,0.2598704143922733,0.20195059687287836
w3802,0,0.9243160960555099,0.1593112624384785
w1267,0,0.8805685063396512,0.10023403158195068
w2980,0,0.3800276393451972,0.038734285748667815
w5372,1,0.9070122619548336,0.9580798339719296
w1243,0,0.8535750771539895,0.18076048448913612
w6544,1,0.1919623787133283,0.8254798931958938
w4237,1,1.0,1.0
w6383,0,0.9383164840226235,0.2522952595731247
w5816,1,0.3323168420898288,0.8882032092420314
w566,1,0.16702741439427526,0.8763740354897773
w5458,0,0.7284994827147433,0.07242418083238081
w6448,1,0.8873306841956267,0.9999999999950615
w206,0,0.6993443616037608,0.04891882590977847
w5515,0,0.0009029019045515394,0.5537644236534862
w4715,1,0.6799976882687279,0.9999999785535405
w4632,1,0.35221342854517373,0.9113916745824087
w2003,1,0.29991315208348907,0.9168033577080831
w940,0,0.802964830826371,0.23580694167523178
w6152,1,0.3064185774734312,0.8919491588686248
w827,1,2.589697956444693e-07,0.7637333110604356
w152,0,0.45586861431111136,0.00015877059410220789
w1791,1,0.4177978650952366,0.9432602314870719
w6213,0,0.8552434937574137,0.20221406440301096
w6912,0,0.8597537110388195,0.16092744534689696
w6511,1,0.19114045100903698,0.8278947288531417
w5937,0,0.2310445822375681,0.4209114009248103
w4223,1,0.12427975995414768,0.8546152089508662
w1122,1,0.09423606537599388,0.860286537797447
w3470,1,0.30662405489877603,0.89514984412313
w1323,1,0.37548693183337783,0.9359421679501864
w6285,1,0.41878669007271213,0.9899448718732998
w855,1,0.1671318914674831,0.871741260152724
w2676,1,0.12881889955033932,0.6071729368203833
w164,1,0.3609314921836976,0.9109389091119917
w1409,0,0.5273983341465718,0.33184274681470266
w3709,1,0.4047108352893801,0.9570232776809041
w3826,1,0.9999999962683039,0.9473525263723904
w6551,0,0.9520910033846923,0.3079484316099342
w4047,1,0.4256338135206834,0.9983245966511699
w173,0,0.8200872604076269,0.2830895938901988
w671,0,0.8679138965898554,0.18319641025596953
w2735,0,0.8150710573104897,0.25341362830064995
w5039,1,0.9153184875058802,0.6906948002024911
w1178,1,0.389567084726364,0.9298468558103746
w1282,1,0.11103225655533792,0.8918281246764487
w1817,1,1.0,1.0
w4955,0,0.32956235805832607,0.21444737165325314
w5197,0,0.7446756748453703,0.08068959047985219
w296,0,0.901688730985326,0.19904315291284647
w3086,1,0.7072645769447224,0.9626125732815233
w6473,1,0.16402479184333643,0.4609489253618203
w2185,1,0.20301415426687136,0.8432424104629759
w3565,1,0.14086330371884212,0.7189677942221511
w4029,1,0.06848958678498039,0.7057764769300324
w6523,1,0.11581131778167866,0.8987192280604033
w4383,0,0.37055180625322715,0.10433029523386458
w4339,0,0.8626592594870951,0.20782053212991458
w5133,0,0.77511615070884,0.2675407769047125
w4744,1,0.11815238768558324,0.875751682811555
w5445,0,0.929432018242636,0.2930270241669535
w77,1,0.45704336083448893,0.6726365556992856
w6668,0,0.7333811513271032,0.7481195965926796
w2018,1,0.351572260631308,0.6702862615364524
w404,1,0.05942221916081642,0.7603533387062787
w3058,1,0.4413217253302409,0.9344571969020569
w2343,1,0.6882826589777018,0.9517528453876674
w6294,1,0.3287166808544886,0.7809062014697556
w1014,1,0.34439893732456234,0.8023357351193149
w1884,0,0.72075575508043,0.23447948200736946
w3172,0,0.8504906006219954,0.1492133111911994
w1258,1,0.14293129898426216,0.9429187808372664
w1666,1,0.39553260999542356,0.8285926028896152
w3710,1,0.31011687692596396,0.9476986260706282
w6755,0,0.7526409890474487,0.26756050165542417
